pincode,age_0_5,age_18_greater,state,district,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,adult_spike_ratio,velocity_index,ghost_ratio
121102,1626.0,2.0,Haryana,Faridabad,12643.0,12025.0,3198.0,27030.0,0.0012277470841006752,15841.0,0.2529262891490035
121103,1252.0,0.0,Haryana,Palwal,6800.0,5539.0,1683.0,16308.0,0.0,8483.0,0.2474636082928981
121105,483.0,1.0,Haryana,Palwal,3355.0,3025.0,827.0,6995.0,0.002061855670103093,4182.0,0.2464243146603099
121106,571.0,1.0,Haryana,Palwal,4541.0,4434.0,814.0,6024.0,0.0017452006980802793,5355.0,0.17921620431527963
121107,369.0,0.0,Haryana,Palwal,2728.0,2509.0,653.0,4519.0,0.0,3381.0,0.23928178820080614
121705,78.0,0.0,Uttar Pradesh,Mau,1334.0,858.0,477.0,2529.0,0.0,1811.0,0.35730337078651686
122001,3416.0,161.0,Haryana,Gurugram,11213.0,10980.0,4776.0,34948.0,0.04499720514253773,15989.0,0.42589620117710003
122002,377.0,137.0,Haryana,Gurgaon,1055.0,1336.0,859.0,8671.0,0.26601941747572816,1914.0,0.8134469696969697
122003,169.0,7.0,Haryana,Gurgaon,1147.0,1291.0,296.0,3002.0,0.03954802259887006,1443.0,0.2578397212543554
122004,375.0,15.0,Haryana,Gurugram,1647.0,1614.0,810.0,6603.0,0.03836317135549872,2457.0,0.49150485436893204
122005,8.0,2.0,Haryana,Gurgaon,9.0,8.0,9.0,65.0,0.18181818181818182,18.0,0.9
122006,128.0,1.0,Haryana,Gurgaon,779.0,865.0,276.0,2436.0,0.007692307692307693,1055.0,0.35384615384615387
122007,0.0,0.0,0,0,11.0,9.0,1.0,28.0,0.0,12.0,0.08333333333333333
122008,5.0,1.0,Haryana,Gurgaon,4.0,11.0,4.0,63.0,0.14285714285714285,8.0,0.8
122009,30.0,17.0,Haryana,Gurgaon,318.0,415.0,90.0,1253.0,0.3541666666666667,408.0,0.28213166144200624
122010,3.0,1.0,Haryana,Gurgaon,13.0,13.0,9.0,108.0,0.2,22.0,0.6428571428571429
122011,53.0,15.0,Haryana,Gurgaon,584.0,487.0,132.0,1308.0,0.21739130434782608,716.0,0.22564102564102564
122015,36.0,1.0,Haryana,Gurgaon,317.0,321.0,58.0,549.0,0.02631578947368421,375.0,0.18238993710691823
122016,22.0,2.0,Haryana,Gurgaon,251.0,288.0,31.0,290.0,0.08,282.0,0.12301587301587301
122017,181.0,6.0,Haryana,Gurgaon,1404.0,1433.0,765.0,6245.0,0.031914893617021274,2169.0,0.5444839857651246
122018,137.0,7.0,Haryana,Gurgaon,942.0,947.0,444.0,3311.0,0.04827586206896552,1386.0,0.4708377518557794
122051,54.0,1.0,Haryana,Gurgaon,414.0,452.0,38.0,390.0,0.017857142857142856,452.0,0.09156626506024096
122052,8.0,0.0,Haryana,Gurgaon,63.0,66.0,15.0,183.0,0.0,78.0,0.234375
122098,4.0,1.0,Haryana,Gurgaon,2.0,2.0,7.0,72.0,0.16666666666666666,9.0,2.3333333333333335
122101,220.0,5.0,Haryana,Gurgaon,1444.0,1922.0,1018.0,7726.0,0.022123893805309734,2462.0,0.7044982698961938
122102,244.0,11.0,Haryana,Gurgaon,1704.0,1659.0,309.0,2021.0,0.04296875,2013.0,0.1812316715542522
122103,1182.0,11.0,Haryana,Gurugram,5865.0,4383.0,1366.0,10267.0,0.009212730318257957,7231.0,0.2328673712921923
122104,724.0,2.0,Haryana,Mewat,4848.0,3486.0,644.0,6095.0,0.002751031636863824,5492.0,0.13281088884306042
122105,530.0,0.0,Haryana,Gurgaon,5844.0,5280.0,545.0,4689.0,0.0,6389.0,0.0932420872540633
122107,1009.0,0.0,Haryana,Mewat,6559.0,5196.0,1096.0,8890.0,0.0,7655.0,0.16707317073170733
122108,1211.0,17.0,Haryana,Nuh,5541.0,4723.0,836.0,8037.0,0.013832384052074858,6377.0,0.15084806928906533
122413,133.0,0.0,Haryana,Gurgaon,1188.0,1448.0,253.0,1615.0,0.0,1441.0,0.2127838519764508
122414,92.0,0.0,Haryana,Gurgaon,991.0,979.0,95.0,734.0,0.0,1086.0,0.09576612903225806
122502,101.0,0.0,Haryana,Gurgaon,1168.0,1144.0,140.0,835.0,0.0,1308.0,0.11976047904191617
122503,190.0,0.0,Haryana,Gurgaon,2185.0,1695.0,353.0,2587.0,0.0,2538.0,0.1614821591948765
122504,135.0,0.0,Haryana,Gurgaon,1089.0,1051.0,107.0,850.0,0.0,1196.0,0.0981651376146789
122505,228.0,1.0,Haryana,Gurgaon,1793.0,1571.0,1251.0,9530.0,0.004347826086956522,3044.0,0.697324414715719
122506,185.0,1.0,Haryana,Gurgaon,1379.0,1376.0,306.0,2339.0,0.0053475935828877,1685.0,0.2217391304347826
122508,4326.0,42.0,Haryana,Mewat,12382.0,9775.0,3024.0,30757.0,0.009613183794918746,15406.0,0.24420576596947427
123001,822.0,10.0,Haryana,Mahendragarh,6274.0,7364.0,1067.0,8847.0,0.012004801920768308,7341.0,0.1700398406374502
123021,303.0,0.0,Haryana,Mahendragarh,2604.0,3632.0,520.0,4451.0,0.0,3124.0,0.19961612284069097
123023,360.0,0.0,Haryana,Mahendragarh,3012.0,3780.0,203.0,2287.0,0.0,3215.0,0.067374709591769
123024,149.0,0.0,Haryana,Mahendragarh,1325.0,2037.0,124.0,1182.0,0.0,1449.0,0.09351432880844646
123027,308.0,0.0,Haryana,Mahendragarh,2126.0,3118.0,576.0,3147.0,0.0,2702.0,0.27080394922425954
123028,118.0,2.0,Haryana,Mahendragarh,755.0,1152.0,56.0,533.0,0.01652892561983471,811.0,0.07407407407407407
123029,368.0,8.0,Haryana,Mahendragarh,3181.0,5143.0,402.0,4176.0,0.021220159151193633,3583.0,0.12633563796354494
123034,148.0,4.0,Haryana,Mahendragarh,1224.0,2108.0,156.0,809.0,0.026143790849673203,1380.0,0.1273469387755102
123035,121.0,0.0,Haryana,Rewari,1016.0,1075.0,51.0,571.0,0.0,1067.0,0.05014749262536873
123101,85.0,0.0,Haryana,Rewari,1249.0,1095.0,223.0,1466.0,0.0,1472.0,0.1784
123102,93.0,2.0,Haryana,Rewari,1081.0,1477.0,98.0,635.0,0.020833333333333332,1179.0,0.09057301293900184
123103,70.0,0.0,Haryana,Rewari,696.0,812.0,67.0,417.0,0.0,763.0,0.09612625538020086
123106,174.0,1.0,Haryana,Rewari,2439.0,1794.0,764.0,4691.0,0.005681818181818182,3203.0,0.31311475409836065
123110,19.0,0.0,Haryana,Rewari,344.0,288.0,27.0,207.0,0.0,371.0,0.0782608695652174
123301,70.0,0.0,Haryana,Rewari,604.0,564.0,119.0,576.0,0.0,723.0,0.19669421487603306
123302,126.0,0.0,Haryana,Rewari,1484.0,1443.0,151.0,808.0,0.0,1635.0,0.10168350168350168
123303,126.0,0.0,Haryana,Rewari,1388.0,1566.0,148.0,1079.0,0.0,1536.0,0.10655147588192944
123304,0.0,0.0,0,0,0.0,0.0,4.0,12.0,0.0,4.0,4.0
123401,834.0,1.0,Haryana,Rewari,8898.0,9324.0,3528.0,20623.0,0.0011961722488038277,12426.0,0.39644903921788965
123411,222.0,0.0,Haryana,Rewari,2049.0,2148.0,419.0,2544.0,0.0,2468.0,0.204390243902439
123412,61.0,0.0,Haryana,Rewari,547.0,508.0,51.0,362.0,0.0,598.0,0.09306569343065693
123501,272.0,2.0,Haryana,Rewari,2552.0,2026.0,466.0,3342.0,0.007272727272727273,3018.0,0.18253035644339993
124001,1528.0,59.0,Haryana,Rohtak,11669.0,21758.0,2376.0,11651.0,0.0371536523929471,14045.0,0.20359897172236505
124021,126.0,1.0,Haryana,Rohtak,1034.0,2046.0,84.0,564.0,0.0078125,1118.0,0.08115942028985507
124022,56.0,0.0,Haryana,Rohtak,507.0,1143.0,27.0,178.0,0.0,534.0,0.0531496062992126
124102,91.0,0.0,Haryana,Jhajjar,540.0,1294.0,37.0,301.0,0.0,577.0,0.06839186691312385
124103,398.0,0.0,Haryana,Jhajjar,3549.0,4074.0,540.0,5178.0,0.0,4089.0,0.15211267605633802
124104,97.0,0.0,Haryana,Jhajjar,788.0,946.0,45.0,391.0,0.0,833.0,0.057034220532319393
124105,128.0,0.0,Haryana,Jhajjar,1306.0,1258.0,141.0,991.0,0.0,1447.0,0.10788064269319052
124106,139.0,0.0,Haryana,Jhajjar,1626.0,2500.0,92.0,949.0,0.0,1718.0,0.05654578979717271
124107,112.0,0.0,Haryana,Jhajjar,715.0,1458.0,43.0,447.0,0.0,758.0,0.06005586592178771
124108,169.0,0.0,Haryana,Jhajjar,1291.0,1427.0,102.0,920.0,0.0,1393.0,0.07894736842105263
124109,133.0,0.0,Haryana,Jhajjar,1251.0,1840.0,69.0,539.0,0.0,1320.0,0.05511182108626198
124111,115.0,0.0,Haryana,Rohtak,956.0,2208.0,113.0,645.0,0.0,1069.0,0.1180773249738767
124112,291.0,0.0,Haryana,Rohtak,2521.0,5261.0,455.0,2294.0,0.0,2976.0,0.18041237113402062
124113,121.0,0.0,Haryana,Rohtak,1242.0,2957.0,160.0,926.0,0.0,1402.0,0.12872083668543846
124142,51.0,0.0,Haryana,Jhajjar,652.0,678.0,70.0,527.0,0.0,722.0,0.10719754977029096
124146,82.0,0.0,Haryana,Jhajjar,1077.0,1842.0,66.0,469.0,0.0,1143.0,0.061224489795918366
124201,86.0,0.0,Haryana,Jhajjar,903.0,2236.0,17.0,166.0,0.0,920.0,0.018805309734513276
124202,90.0,0.0,Haryana,Jhajjar,792.0,1658.0,24.0,226.0,0.0,816.0,0.03026481715006305
124303,103.0,0.0,Haryana,Rohtak,997.0,1857.0,131.0,679.0,0.0,1128.0,0.1312625250501002
124401,142.0,0.0,Haryana,Rohtak,1079.0,2138.0,159.0,860.0,0.0,1238.0,0.14722222222222223
124404,31.0,0.0,Haryana,Jhajjar,301.0,514.0,20.0,163.0,0.0,321.0,0.06622516556291391
124406,68.0,1.0,Haryana,Rohtak,341.0,663.0,48.0,400.0,0.014285714285714285,389.0,0.14035087719298245
124411,72.0,0.0,Haryana,Rohtak,670.0,1481.0,37.0,179.0,0.0,707.0,0.05514157973174367
124412,79.0,0.0,Haryana,Rohtak,778.0,1639.0,65.0,305.0,0.0,843.0,0.0834403080872914
124501,295.0,0.0,Haryana,Rohtak,2439.0,3954.0,268.0,2351.0,0.0,2707.0,0.10983606557377049
124504,56.0,0.0,Haryana,Jhajjar,371.0,543.0,24.0,225.0,0.0,395.0,0.06451612903225806
124505,74.0,0.0,Haryana,Jhajjar,839.0,902.0,51.0,602.0,0.0,890.0,0.060714285714285714
124506,27.0,0.0,Haryana,Jhajjar,372.0,380.0,12.0,144.0,0.0,384.0,0.032171581769437
124507,698.0,10.0,Haryana,Jhajjar,8025.0,7705.0,2394.0,16218.0,0.014104372355430184,10419.0,0.29828058808871166
124513,46.0,0.0,Haryana,Rohtak,428.0,619.0,20.0,202.0,0.0,448.0,0.046620046620046623
124514,172.0,0.0,Haryana,Rohtak,1558.0,3013.0,225.0,1310.0,0.0,1783.0,0.14432328415651058
125001,1651.0,11.0,Haryana,Hisar,16841.0,17747.0,2089.0,14467.0,0.00661455201443175,18930.0,0.12403515021968887
125004,114.0,0.0,Haryana,Hisar,1459.0,1848.0,104.0,844.0,0.0,1563.0,0.07123287671232877
125005,92.0,0.0,Haryana,Hisar,868.0,1187.0,76.0,643.0,0.0,944.0,0.08745684695051784
125006,82.0,0.0,Haryana,Hisar,779.0,808.0,43.0,318.0,0.0,822.0,0.05512820512820513
125011,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
125033,689.0,4.0,Haryana,Hisar,8161.0,9134.0,1436.0,12704.0,0.005763688760806916,9597.0,0.17593727027689293
125037,29.0,0.0,Haryana,Hisar,422.0,682.0,25.0,204.0,0.0,447.0,0.0591016548463357
125038,73.0,0.0,Haryana,Hisar,738.0,1100.0,82.0,752.0,0.0,820.0,0.11096075778078485
125039,308.0,1.0,Haryana,Hisar,3496.0,4704.0,626.0,6127.0,0.0032258064516129032,4122.0,0.17901058049756935
125042,167.0,0.0,Haryana,Hisar,1863.0,2663.0,127.0,1237.0,0.0,1990.0,0.06813304721030043
125044,161.0,0.0,Haryana,Hisar,1302.0,1726.0,255.0,1449.0,0.0,1557.0,0.19570222563315426
125047,223.0,1.0,Haryana,Hisar,2254.0,2605.0,169.0,1546.0,0.0044444444444444444,2423.0,0.07494456762749446
125048,126.0,0.0,Haryana,Fatehabad,1317.0,2368.0,58.0,469.0,0.0,1375.0,0.04400606980273141
125049,128.0,2.0,Haryana,Hisar,1260.0,1769.0,109.0,872.0,0.015267175572519083,1369.0,0.08643933386201427
125050,580.0,2.0,Haryana,Fatehabad,7224.0,7906.0,1698.0,12395.0,0.003430531732418525,8922.0,0.2350173010380623
125051,500.0,0.0,Haryana,Fatehabad,7620.0,8680.0,1123.0,11209.0,0.0,8743.0,0.14735599002755545
125052,421.0,0.0,Haryana,Hisar,5159.0,5736.0,638.0,5596.0,0.0,5797.0,0.12364341085271317
125053,217.0,0.0,Haryana,Fatehabad,2461.0,3747.0,242.0,2322.0,0.0,2703.0,0.0982940698619009
125054,62.0,0.0,Haryana,Sirsa,638.0,758.0,37.0,420.0,0.0,675.0,0.057902973395931145
125055,994.0,2.0,Haryana,Sirsa,13975.0,17340.0,2123.0,20526.0,0.0020060180541624875,16098.0,0.15190326273611907
125058,30.0,0.0,Haryana,Sirsa,672.0,736.0,61.0,454.0,0.0,733.0,0.09063893016344725
125060,119.0,0.0,Haryana,Sirsa,1406.0,1871.0,201.0,1473.0,0.0,1607.0,0.14285714285714285
125075,177.0,0.0,Haryana,Sirsa,2244.0,3005.0,132.0,1825.0,0.0,2376.0,0.058797327394209356
125076,179.0,0.0,Haryana,Sirsa,1970.0,3044.0,190.0,1631.0,0.0,2160.0,0.09639776763064434
